REFERENCE_COMPOUND_NAME,PUBCHEM_CID,CHEBI_ID,CHEBI_NAME,COMPOUND_ID,MolecularFormula,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,Fingerprint2D,inflammation,multiple_sclerosis,mental_health
DUKE:KAIKASAPONIN-III,PCID:188384,CHEBI:NA,,PCID:188384,C48H78O17,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,"InChI=1S/C48H78O17/c1-21-29(51)31(53)35(57)40(60-21)64-37-32(54)30(52)24(20-49)61-41(37)65-38-34(56)33(55)36(39(58)59)63-42(38)62-28-13-14-46(7)25(44(28,4)5)12-15-48(9)26(46)11-10-22-23-18-43(2,3)19-27(50)45(23,6)16-17-47(22,48)8/h10,21,23-38,40-42,49-57H,11-20H2,1-9H3,(H,58,59)",ISTWCKNDZOSMPU-UHFFFAOYSA-N,"5-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3,4-dihydroxy-6-[(9-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl)oxy]oxane-2-carboxylic acid",AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAA0aNGCAAAAAADAAAAAGgAACAAADxSwgAMCCAAABgCIAiDSCAIAAAAgAAAACAFAAAgREBYAAQQiQAAFoAAPAAPK7PxPgAAAAAAAAADAAAYAADAAAAAAAAAAAA==,False,False,False
DUKE:ARBUTIN,PCID:440936,CHEBI:60929,arbutin 6-phosphate(2-),PCID:440936,C12H16O7,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,"InChI=1S/C12H16O7/c13-5-8-9(15)10(16)11(17)12(19-8)18-7-3-1-6(14)2-4-7/h1-4,8-17H,5H2/t8-,9-,10+,11-,12-/m1/s1",BJRNKVDFDLYUGJ-RMPHRYRLSA-N,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",AAADceBwOAAAAAAAAAAAAAAAAAAAAAAAAAA0QAAAAAAAAAABAAAAGgAACAAACBSwkAMwDoAABgCAACBCAAACCAAgIAAIiAAGCIgdNiKGMRqieCClwBEPuAfAYAwAAQAAAAAAAAACAAAAAAAAAAAAAAAAAA==,True,True,False
DUKE:MACLURAXANTHONE,PCID:5281646,CHEBI:6623,Macluraxanthone,PCID:5281646,C23H22O6,CC1(C=CC2=C(C3=C(C(=C2O1)C(C)(C)C=C)OC4=C(C3=O)C=CC(=C4O)O)O)C,CC1(C=CC2=C(C3=C(C(=C2O1)C(C)(C)C=C)OC4=C(C3=O)C=CC(=C4O)O)O)C,"InChI=1S/C23H22O6/c1-6-22(2,3)15-19-12(9-10-23(4,5)29-19)17(26)14-16(25)11-7-8-13(24)18(27)20(11)28-21(14)15/h6-10,24,26-27H,1H2,2-5H3",XRVLGJCHUWXTDX-UHFFFAOYSA-N,"5,9,10-trihydroxy-2,2-dimethyl-12-(2-methylbut-3-en-2-yl)pyrano[3,2-b]xanthen-6-one",AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAA0YIEAAAAAAACRQAAAGgAACAAADkSAmAAyBoAABgCIAqBSAAACCAAkIAAIiAEGiMgNJzaGNBqCeWOl4BULuYeK7PzPoAADCAAIQABAAAYQABCAAAAAAAAAAA==,False,False,False
DUKE:SOLASONINE,PCID:119247,CHEBI:9191,Solasonine,PCID:119247,C45H73NO16,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)NC1,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C)NC1,"InChI=1S/C45H73NO16/c1-19-8-13-45(46-16-19)20(2)30-27(62-45)15-26-24-7-6-22-14-23(9-11-43(22,4)25(24)10-12-44(26,30)5)57-42-39(61-40-36(54)34(52)31(49)21(3)56-40)38(33(51)29(18-48)59-42)60-41-37(55)35(53)32(50)28(17-47)58-41/h6,19-21,23-42,46-55H,7-18H2,1-5H3/t19-,20+,21+,23+,24-,25+,26+,27+,28-,29-,30+,31+,32-,33+,34-,35+,36-,37-,38+,39-,40+,41+,42-,43+,44+,45-/m1/s1",QCTMYNGDIBTNSK-XEAAVONHSA-N,"(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-5-hydroxy-6-(hydroxymethyl)-2-[(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-piperidine]-16-yl]oxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol",AAADcfB+PgAAAAAAAAAAAAAAAAAAAaIAAAA8aJEiAAASAGCAAAAAHgAQCAAADxzxgAcCCALABgCAAiBCAAAAAAAgAAAACIAIAAkREAIAgQAuQAAF0ACPAAPw8PwPgAAAAAAAAADAAAQAACAAAYAADAAAAA==,False,False,False
DUKE:OLMELIN,PCID:5280373,CHEBI:17574,biochanin A,PCID:5280373,C16H12O5,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)12-8-21-14-7-10(17)6-13(18)15(14)16(12)19/h2-8,17-18H,1H3",WUADCCWRTIWANL-UHFFFAOYSA-N,"5,7-dihydroxy-3-(4-methoxyphenyl)chromen-4-one",AAADccB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASgmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGCMgMJzaGNRqAcWAl4BUIuYeI7PzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,False,False,False
DUKE:ALPHA-PEROXYACHIFOLIDE,PCID:15102135,CHEBI:175837,alpha-Peroxyachifolide,PCID:15102135,C20H24O7,CC=C(C)C(=O)OC1(C(CC2C(C3C14C=CC3(OO4)C)OC(=O)C2=C)O)C,C/C=C(\C)/C(=O)O[C@@]1([C@@H](C[C@@H]2[C@@H]([C@@H]3[C@@]14C=C[C@@]3(OO4)C)OC(=O)C2=C)O)C,"InChI=1S/C20H24O7/c1-6-10(2)16(22)25-19(5)13(21)9-12-11(3)17(23)24-14(12)15-18(4)7-8-20(15,19)27-26-18/h6-8,12-15,21H,3,9H2,1-2,4-5H3/b10-6+/t12-,13+,14-,15-,18-,19+,20-/m0/s1",UMHHYRUGXILZJB-SUPYAJSZSA-N,"[(1S,2R,3R,5S,9S,10S,11S)-3-hydroxy-2,11-dimethyl-6-methylidene-7-oxo-8,12,13-trioxatetracyclo[9.2.2.01,10.05,9]pentadec-14-en-2-yl] (E)-2-methylbut-2-enoate",AAADceB4OAAAAAAAAAAAAAAAAAAAASJEAAAgAAAABgAAAACQAAAAGgAADAAADVSggAICCAAABgCIAiDSCAAAAAAgAAAICAEAAEgBFBIAIQACUAAFwAALIYPK7PzOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,True,True,True
DUKE:ENANTHYLIC-ACID,PCID:8094,CHEBI:45571,heptanoic acid,PCID:8094,C7H14O2,CCCCCCC(=O)O,CCCCCCC(=O)O,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",MNWFXJYAOYHMED-UHFFFAOYSA-N,heptanoic acid,AAADccBgMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyCCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:NITROSODIMETHYLAMINE,PCID:6124,CHEBI:35807,N-nitrosodimethylamine,PCID:6124,C2H6N2O,CN(C)N=O,CN(C)N=O,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,UMFJAHHVKNCGLG-UHFFFAOYSA-N,"N,N-dimethylnitrous amide",AAADcYBDIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAFAAMAAAAAAAAAAQCAAIAAAABAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:LIGULARIDINE,PCID:6440207,CHEBI:NA,,PCID:6440207,C21H29NO7,CC=C1CC(C(C(=O)OCC2=CCN(CCC(C2=O)OC1=O)C)(C)OC(=O)C)C,C/C=C/1\C[C@H]([C@](C(=O)OC/C/2=C/CN(CC[C@H](C2=O)OC1=O)C)(C)OC(=O)C)C,"InChI=1S/C21H29NO7/c1-6-15-11-13(2)21(4,29-14(3)23)20(26)27-12-16-7-9-22(5)10-8-17(18(16)24)28-19(15)25/h6-7,13,17H,8-12H2,1-5H3/b15-6+,16-7-/t13-,17-,21+/m1/s1",ZOIAVVNLMDKOIV-BPYQQJMWSA-N,"[(1R,4E,6R,7S,11Z)-4-ethylidene-6,7,14-trimethyl-3,8,17-trioxo-2,9-dioxa-14-azabicyclo[9.5.1]heptadec-11-en-7-yl] acetate",AAADceB6OAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAHgAAAAAADVThgAYCCAMABACIAqDSCAKAAAAgAAAACAFIAEgBBBYAoQQGEAAG4ACKIYPcbBxOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:MADASIATIC-ACID,PCID:23132225,CHEBI:191775,Madasiatic acid,PCID:23132225,C30H48O5,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)C)O)O)C)O)C)C2C1C)C)C(=O)O,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)C)O)O)C)O)C)C2C1C)C)C(=O)O,"InChI=1S/C30H48O5/c1-16-10-11-30(25(34)35)13-12-28(6)18(22(30)17(16)2)8-9-21-27(5)14-20(32)24(33)26(3,4)23(27)19(31)15-29(21,28)7/h8,16-17,19-24,31-33H,9-15H2,1-7H3,(H,34,35)",WRACWYWAPQQRKC-UHFFFAOYSA-N,"8,10,11-trihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",AAADcfB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYMGCAAAAAADAAAAAGgAACAAADxSggAICCAAAAgCIAiDSCAAAAAAgAAAACAEAAAgBEBIAAQAAQAAEgAAJAAPI6PSPgAAAAAAAAADAAAYAADCAAAAAAAAAAA==,False,False,False
DUKE:ISOTAXIRESINOL,PCID:9841162,CHEBI:70194,isotaxiresinol,PCID:9841162,C19H22O6,COC1=C(C=C2C(C(C(CC2=C1)CO)CO)C3=CC(=C(C=C3)O)O)O,COC1=C(C=C2[C@@H]([C@H]([C@@H](CC2=C1)CO)CO)C3=CC(=C(C=C3)O)O)O,"InChI=1S/C19H22O6/c1-25-18-6-11-4-12(8-20)14(9-21)19(13(11)7-17(18)24)10-2-3-15(22)16(23)5-10/h2-3,5-7,12,14,19-24H,4,8-9H2,1H3/t12-,14-,19-/m0/s1",GQLVRVYXAHDDLB-PJFSTRORSA-N,"4-[(1S,2R,3R)-7-hydroxy-2,3-bis(hydroxymethyl)-6-methoxy-1,2,3,4-tetrahydronaphthalen-1-yl]benzene-1,2-diol",AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBQAAAGgAACAAADQSgmAIyBoAABgCAAiBCAAACCAAgIAAIiAAGiIgNNiKGMRqAcCMkwBELuAfAwPAOoAABAAAQQADAAAYAACCAAAAAAAAAAA==,False,False,False
DUKE:XANTHORHAMNIN,PCID:5351495,CHEBI:183328,Xanthorhamnin,PCID:5351495,C34H42O20,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCC3C(C(C(C(O3)OC4=C(OC5=CC(=CC(=C5C4=O)O)OC)C6=CC(=C(C=C6)O)O)O)O)O)C)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)OC[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)OC4=C(OC5=CC(=CC(=C5C4=O)O)OC)C6=CC(=C(C=C6)O)O)O)O)O)C)O)O)O)O,"InChI=1S/C34H42O20/c1-10-20(38)24(42)26(44)33(50-10)53-30-21(39)11(2)49-32(28(30)46)48-9-18-22(40)25(43)27(45)34(52-18)54-31-23(41)19-16(37)7-13(47-3)8-17(19)51-29(31)12-4-5-14(35)15(36)6-12/h4-8,10-11,18,20-22,24-28,30,32-40,42-46H,9H2,1-3H3/t10-,11-,18+,20-,21-,22-,24+,25-,26+,27+,28+,30+,32+,33-,34-/m0/s1",NMGVHLDIHNFGQB-OTCPXFHUSA-N,"3-[(2S,3R,4S,5R,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one",AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAA0aJECAAAAAACBQAAAGgAACAAADBSwmAMyDoAABgCIAqBSAAICCAAkIAAIiAFGiMgdNzaGNR6ieWGl4BUPuQfI7LzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,False,False,False
DUKE:FISETIN,PCID:5281614,CHEBI:42567,fisetin,PCID:5281614,C15H10O6,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,"InChI=1S/C15H10O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,16-18,20H",XHEFDIBZLJXQHF-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxychromen-4-one",AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASAmAAwBoAABgCIAqBSAAICCAAkIAAIiAFGiMgNJzaGNRqCeWGl4BUJuYfI7LzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,True,True,True
DUKE:JUSTICIRESINOL,PCID:131934,CHEBI:NA,,PCID:131934,C21H26O7,COC1=CC(=CC(=C1O)OC)CC2COC(C2CO)C3=CC(=C(C=C3)O)OC,COC1=CC(=CC(=C1O)OC)C[C@H]2CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC,"InChI=1S/C21H26O7/c1-25-17-9-13(4-5-16(17)23)21-15(10-22)14(11-28-21)6-12-7-18(26-2)20(24)19(8-12)27-3/h4-5,7-9,14-15,21-24H,6,10-11H2,1-3H3/t14-,15-,21+/m0/s1",LNRXVGSOOWBFAI-VFCRVFHLSA-N,"4-[[(3R,4R,5S)-5-(4-hydroxy-3-methoxyphenyl)-4-(hydroxymethyl)oxolan-3-yl]methyl]-2,6-dimethoxyphenol",AAADceB4OAAAAAAAAAAAAAAAAAAAASAAAAAwYAAAAAAAAAABQAAAGgAACAAADRSgmAIyBoAABgCAAiBCAAACCAAgIAAIiAAGiIgNNyKGMRqCcCMlwBULuAfA4PwOoAABCAAAQABAAAIQAACAAAAAAAAAAA==,False,False,False
DUKE:METHYL-BIXIN,PCID:9953290,CHEBI:176012,cis-Methylbixin,PCID:9953290,C26H32O4,CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)OC)C=CC=C(C)C=CC(=O)OC,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)OC,"InChI=1S/C26H32O4/c1-21(13-9-15-23(3)17-19-25(27)29-5)11-7-8-12-22(2)14-10-16-24(4)18-20-26(28)30-6/h7-20H,1-6H3/b8-7+,13-9+,14-10+,19-17+,20-18+,21-11+,22-12+,23-15-,24-16+",UNTSJRBZLAUZBX-VFXGIBKTSA-N,"dimethyl (2E,4E,6E,8E,10E,12E,14E,16Z,18E)-4,8,13,17-tetramethylicosa-2,4,6,8,10,12,14,16,18-nonaenedioate",AAADcfB4OAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAADACAgAICCAAABACIAiDSCAAAAAAgAAAICAAAAEgIBAAAIQAAEAAAAAAIoYIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:TRIFOLIN,PCID:5282149,CHEBI:31742,kaempferol 3-O-beta-D-galactoside,PCID:5282149,C21H20O11,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O,"InChI=1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2/t13-,15+,17+,18-,21+/m1/s1",JPUKWEQWGBDDQB-DTGCRPNFSA-N,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YIEAAAAAAACBQAAAGgAACAAADBSwmAMwDoAABgCIAqBSAAICCAAkIAAIiAFGCMgdNzaGNR6ieWCl4BUPuQfI7KzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,False,False,False
DUKE:FORSYTHOSIDE-B,PCID:23928102,CHEBI:NA,,PCID:23928102,C34H44O19,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)COC4C(C(CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,"InChI=1S/C34H44O19/c1-15-24(41)25(42)26(43)32(50-15)53-29-27(44)31(47-9-8-17-3-6-19(37)21(39)11-17)51-22(12-48-33-30(45)34(46,13-35)14-49-33)28(29)52-23(40)7-4-16-2-5-18(36)20(38)10-16/h2-7,10-11,15,22,24-33,35-39,41-46H,8-9,12-14H2,1H3/b7-4+/t15-,22+,24-,25+,26+,27+,28+,29+,30-,31+,32-,33+,34+/m0/s1",JMBINOWGIHWPJI-UNSOMVRXSA-N,"[(2R,3R,4R,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",AAADcfB8PgAAAAAAAAAAAAAAAAAAASAAAAA0aIEAAAAAAAABQAAAGgAACAAADFSwmAMyDoAABgCIAiDSCAACAAAgIAAIiAAGiMgZNiKCMRKicAElwBEPuYfA4LwOIAABAAAAQABAAAIAAACAAAAAAAAAAA==,False,True,True
DUKE:CIS-VERBENYL-ACETATE,PCID:6427494,CHEBI:NA,,PCID:6427494,C12H18O2,CC1=CC(C2CC1C2(C)C)OC(=O)C,CC1=C[C@H]([C@H]2C[C@@H]1C2(C)C)OC(=O)C,"InChI=1S/C12H18O2/c1-7-5-11(14-8(2)13)10-6-9(7)12(10,3)4/h5,9-11H,6H2,1-4H3/t9-,10+,11+/m0/s1",OZBFUQLOVFXDNK-HBNTYKKESA-N,"[(1S,2R,5S)-4,6,6-trimethyl-2-bicyclo[3.1.1]hept-3-enyl] acetate",AAADceBwMAAAAAAAAAAAAAAAAABgAAAAAAAgQAAAAAAAAAAAAAAAGgAAAAAADxSggAICCAAABACIAiDSCAAAAAAgAAAACAAAAAgABAIAIQACEAAEgAAIIAOAwFAPgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:PROSTAGLANDIN-F-2-ALPHA,PCID:5280363,CHEBI:15553,prostaglandin F2alpha,PCID:5280363,C20H34O5,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,"InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-19,21-23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,18-,19+/m0/s1",PXGPLTODNUVGFL-YNNPMVKQSA-N,"(Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]hept-5-enoic acid",AAADcfB4OAAAAAAAAAAAAAAAAAAAAYAAAAAAAAAAAAAAAAAAAAAAGgAACAAADRSggAICCAAAAgCIACDSCAAAAAAgAAAICAEAAAgAFBIAAQAAUAAFwAAIEAPIwKAOgAAAAAAAAAAAAAAAAAAAAIQADAAAAA==,False,False,False
DUKE:ACEPIFYLLINE,PCID:87819,CHEBI:NA,,PCID:87819,C22H30N10O8,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.C1CNCCN1,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.C1CNCCN1,"InChI=1S/2C9H10N4O4.C4H10N2/c2*1-11-7-6(8(16)12(2)9(11)17)13(4-10-7)3-5(14)15;1-2-6-4-3-5-1/h2*4H,3H2,1-2H3,(H,14,15);5-6H,1-4H2",HAAJFUJFGYCCPU-UHFFFAOYSA-N,"2-(1,3-dimethyl-2,6-dioxopurin-7-yl)acetic acid;piperazine",AAADceB7/AAAAAAAAAAAAAAAAAAAAWLAAAAsWLAAAAAAAFgB4AAAHgAQCAAACAjBlgQHuBfMEgCoAQfxfACAgC0XEKABUIGoVECCSAhASCAUAIgIFyLQAGAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:2-OXOPOMOLIC-ACID,PCID:44593379,CHEBI:NA,,PCID:44593379,C30H46O5,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(=O)C(C5(C)C)O)C)C)C2C1(C)O)C)C(=O)O,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC(=O)[C@@H](C5(C)C)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O,"InChI=1S/C30H46O5/c1-17-10-13-30(24(33)34)15-14-27(5)18(22(30)29(17,7)35)8-9-21-26(4)16-19(31)23(32)25(2,3)20(26)11-12-28(21,27)6/h8,17,20-23,32,35H,9-16H2,1-7H3,(H,33,34)/t17-,20+,21-,22-,23+,26+,27-,28-,29-,30+/m1/s1",HQZKQSIAHGHXDL-SGOBLLPSSA-N,"(1R,2R,4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-1,10-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-11-oxo-3,4,5,6,6a,7,8,8a,10,12,13,14b-dodecahydro-2H-picene-4a-carboxylic acid",AAADcfB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYMGCAAAAAADAAAAAGgAACAAAD1SggAICCAAAAgCIAqDSCAIAAAAgAAAACAFAAAgAEBIAAQAAQAAEwAAIAAPKyPCPgAAAAAAAAADAAAYAADAAAAAAAAAAAA==,False,False,False
DUKE:ALATERNIN,PCID:5748627,CHEBI:NA,,PCID:5748627,C34H42O19,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCC3C(C(C(C(O3)OC4=C(OC5=CC(=CC(=C5C4=O)O)OC)C6=CC=C(C=C6)O)O)O)O)C)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)OC[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)OC4=C(OC5=CC(=CC(=C5C4=O)O)OC)C6=CC=C(C=C6)O)O)O)O)C)O)O)O)O,"InChI=1S/C34H42O19/c1-11-20(37)24(41)26(43)33(49-11)52-30-21(38)12(2)48-32(28(30)45)47-10-18-22(39)25(42)27(44)34(51-18)53-31-23(40)19-16(36)8-15(46-3)9-17(19)50-29(31)13-4-6-14(35)7-5-13/h4-9,11-12,18,20-22,24-28,30,32-39,41-45H,10H2,1-3H3/t11-,12-,18+,20-,21-,22-,24+,25-,26+,27+,28+,30+,32+,33-,34-/m0/s1",MQMTVWHXCSRCER-BZPRNGGBSA-N,"3-[(2S,3R,4S,5R,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychromen-4-one",AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAA0aJECAAAAAACBQAAAGgAACAAADBSwmAMyDoAABgCIAqBSAAICCAAkIAAIiAFGCMgdNzaGNR6ieWCl4BUPuQfI7KzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,False,True,True
